630,,account,date,description,amount,category,`
,1831,AMEX,2023-05-16,KOODO MOBILE PAC KOODO EDMONTON,43,telecommunication,FALSE
,1832,AMEX,2023-05-16,SHOPPERS DRUG MART #082 TORONTO,25.06,food_drink,FALSE
,1833,AMEX,2023-05-16,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,59,BMO_CHECKING,2023-05-15,CANADA CAI/IAC,-404.25,income_government,FALSE
,60,BMO_CHECKING,2023-05-15, TF 0005191230208404641,303.96,other,FALSE
,61,BMO_CHECKING,2023-05-15,NEW HONG FATT B,43.51,food_drink,FALSE
,100,BMO_CHECKING,2023-05-15,CANADA CAI/IAC,-404.25,income_government,FALSE
,101,BMO_CHECKING,2023-05-15, TF 0005191230208404641,303.96,credit_card_payment,FALSE
,102,BMO_CHECKING,2023-05-15,NEW HONG FATT B,43.51,food_drink,FALSE
,1826,AMEX,2023-05-15,8MILE DETROIT STYLE PIZ Toronto,21.47,food_drink,FALSE
,1827,AMEX,2023-05-15,D SPOT CAFE DOWNTOWN 00 TORONTO,13.56,food_drink,FALSE
,1828,AMEX,2023-05-15,JOLLIBEE- YONGE STREET TORONTO,15.81,food_drink,FALSE
,1829,AMEX,2023-05-15,MCDONALD'S 40437 TORONTO,3.14,food_drink,FALSE
,1830,AMEX,2023-05-15,METRO 759 TORONTO,42.92,groceries,FALSE
,3098,RBC_Chequing,2023-05-15,Email Trfs,6.04,etransfer_out,FALSE
,1822,AMEX,2023-05-14,ALI BABA 001 TORONTO,14.69,shopping,FALSE
,1823,AMEX,2023-05-14,PATTIES EXPRESS 2121150 TORONTO,2.4,food_drink,FALSE
,1824,AMEX,2023-05-14,SHOPPERS DRUG MART #082 TORONTO,63.25,personal_care,FALSE
,1825,AMEX,2023-05-14,STAPLES STORE #25 TORONTO,0.18,office_supplies,FALSE
,3187,BMO_MASTERCARD,2023-05-14,SEOULICIOUS TORONTO ON,22.09,food_drink,FALSE
,1820,AMEX,2023-05-13,10 DEAN Toronto,12.15,food_drink,FALSE
,1821,AMEX,2023-05-13,TWILIGHT CAFE 001 TORONTO,6.78,food_drink,FALSE
,3188,BMO_MASTERCARD,2023-05-13,TRSF FROM/DE ACCT/CPT 2503-XXXX-940,-303.96,etransfer_in,FALSE
,1818,AMEX,2023-05-12,MCDONALD'S 40346 TORONTO,16.35,food_drink,FALSE
,1819,AMEX,2023-05-12,SHOPPERS DRUG MART #140 TORONTO,16.93,personal_care,FALSE
,1815,AMEX,2023-05-11,RW & CO. #2226 TORONTO,209,clothing_and_accessories,FALSE
,1816,AMEX,2023-05-11,SUN TEA 001 TORONTO,6.77,food_drink,FALSE
,1817,AMEX,2023-05-11,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,3186,BMO_MASTERCARD,2023-05-11,HMART - DUNDAS TORONTO ON,10.02,groceries,FALSE
,1677,RBC_DIRECT_INVESTING,2023-05-09,Buy ZSP BMO S&P 500 INDEX ETF UNIT in CAD,7921.57,other,FALSE
,1811,AMEX,2023-05-09,METRO 742 TORONTO,26.05,groceries,FALSE
,1812,AMEX,2023-05-09,PRESTO ST ANDREW STN TORONTO,20,food_drink,FALSE
,1813,AMEX,2023-05-09,SHOPPERS DRUG MART #140 TORONTO,5.79,personal_care,FALSE
,1814,AMEX,2023-05-09,TIM HORTONS #2387 TORONTO,8.79,food_drink,FALSE
,3185,BMO_MASTERCARD,2023-05-09,SUSHI ON BLOOR TORONTO ON,26.97,food_drink,FALSE
,3096,RBC_Chequing,2023-05-08,E-TRF AUTODEPOSIT,-16,etransfer_in,FALSE
,3097,RBC_Chequing,2023-05-08,E-TRF REQUEST MONEY,-17.35,etransfer_in,FALSE
,3184,BMO_MASTERCARD,2023-05-08,TORONTO PSYCHOLOGY CLI TORONTO ON,180,health,FALSE
,1809,AMEX,2023-05-07,EXOTIC BURGER Toronto,10.16,food_drink,FALSE
,1810,AMEX,2023-05-07,METRO 759 TORONTO,44.26,groceries,FALSE
,3183,BMO_MASTERCARD,2023-05-07,BLOOM TORONTO ON,8.98,food_drink,FALSE
,1805,AMEX,2023-05-06,CHICK-FIL-A YONGE AND B TORONTO,14.74,food_drink,FALSE
,1806,AMEX,2023-05-06,GOOD EARTH COFFEEHOUSE TORONTO,5.32,food_drink,FALSE
,1807,AMEX,2023-05-06,SECOND CUP # 9594 TORONTO,6.72,food_drink,FALSE
,1808,AMEX,2023-05-06,TST-FREEPLAY TORONTO TORONTO,49.72,alcohol,FALSE
,3180,BMO_MASTERCARD,2023-05-06,EGG CLUB WELLESLEY TORONTO ON,9.71,food_drink,FALSE
,3182,BMO_MASTERCARD,2023-05-06,CITY OF TORONTO FERRY TORONTO ON,9.11,food_drink,FALSE
,58,BMO_CHECKING,2023-05-05,CANADA FPT/FPT,-62.12,income_government,FALSE
,99,BMO_CHECKING,2023-05-05,CANADA FPT/FPT,-62.12,income_government,FALSE
,1945,AMEX,2023-05-05,MEMBERSHIP FEE INSTALLMENT,12.99,food_drink,FALSE
,3181,BMO_MASTERCARD,2023-05-05,HOUSE OF GOURMET TORONTO ON,18.03,food_drink,FALSE
,1942,AMEX,2023-05-04,MONKEY SUSHI TORONTO,24.61,food_drink,FALSE
,1943,AMEX,2023-05-04,SZECHUAN BOILING HOUSE TORONTO,7.85,food_drink,FALSE
,1944,AMEX,2023-05-04,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,3094,RBC_Chequing,2023-05-04,STAFF - PAYROLL,-1592.44,income_wages,FALSE
,3095,RBC_Chequing,2023-05-04,WWW TRF DDA - 3294,4000,transfer_out,FALSE
,3145,RBC_Savings,2023-05-04,Transfer,-4000,transfer_in,FALSE
,1940,AMEX,2023-05-03,BUTTER BAKER 001 TORONTO,7.9,food_drink,FALSE
,1941,AMEX,2023-05-03,METRO 759 TORONTO,43.99,groceries,FALSE
,3179,BMO_MASTERCARD,2023-05-03,INDIAN BIRIYANI HOUSE TORONTO ON,14.11,food_drink,FALSE
,57,BMO_CHECKING,2023-05-02, 4 - 382 YONGE,30,other,FALSE
,98,BMO_CHECKING,2023-05-02, 4 - 382 YONGE,30,other,FALSE
,1936,AMEX,2023-05-02,8MILE DETROIT STYLE PIZ Toronto,24.32,food_drink,FALSE
,1937,AMEX,2023-05-02,8MILE DETROIT STYLE PIZ Toronto,8.91,food_drink,FALSE
,1938,AMEX,2023-05-02,PATTIES EXPRESS 2121150 TORONTO,2.4,food_drink,FALSE
,1939,AMEX,2023-05-02,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,3093,RBC_Chequing,2023-05-02,E-TRF AUTODEPOSIT,-1000,etransfer_in,FALSE
,55,BMO_CHECKING,2023-05-01,INTERAC ETRNSFR SENT CALVIN DU 202312023223759E6,1474.79,transfer_out,FALSE
,56,BMO_CHECKING,2023-05-01,INTERAC ETRNSFR SENT ZACH 20231210930FF4430,1475,housing,FALSE
,96,BMO_CHECKING,2023-05-01,INTERAC ETRNSFR SENT CALVIN DU 202312023223759E6,1474.79,transfer_out,FALSE
,97,BMO_CHECKING,2023-05-01,INTERAC ETRNSFR SENT ZACH 20231210930FF4430,1475,housing,FALSE
,1678,RBC_DIRECT_INVESTING,2023-05-01,Deposits & Contributions in CAD,-8000,income_other,FALSE
,1935,AMEX,2023-05-01,UBER EATS TORONTO,43.21,food_drink,FALSE
,3088,RBC_Chequing,2023-05-01,E-TRF AUTODEPOSIT,-1479.49,etransfer_in,FALSE
,3089,RBC_Chequing,2023-05-01,MISC PAYMENT,-11418.16,etransfer_in,FALSE
,3090,RBC_Chequing,2023-05-01,SCHEDULED PAYMENT,8000,other,FALSE
,3091,RBC_Chequing,2023-05-01,WWW TRF DDA - 9380,1479.49,transfer_out,FALSE
,3092,RBC_Chequing,2023-05-01,WWW TRF DDA - 6818,3000,transfer_out,FALSE
,3141,RBC_Savings,2023-05-01,Transfer,-1479.49,transfer_in,FALSE
,3142,RBC_Savings,2023-05-01,Transfer,-3000,transfer_in,FALSE
,3143,RBC_Savings,2023-05-01,DEPOSIT INTEREST,-0.2,income_investments,FALSE
,3144,RBC_Savings,2023-05-01,BONUS DEP INT,-0.46,income_investments,FALSE
,1932,AMEX,2023-04-30,BARONESS 001 TORONTO,7.63,food_drink,FALSE
,1933,AMEX,2023-04-30,GOOGLE *YOUTUBEPREMIUM G.CO/HELPPAY#,7.34,subscriptions,FALSE
,1934,AMEX,2023-04-30,METRO 759 TORONTO,27.83,groceries,FALSE
,3178,BMO_MASTERCARD,2023-04-30,SANSOTEI RAMEN TORONTO ON,22.09,food_drink,FALSE
,1930,AMEX,2023-04-29,AMZN MKTP CA*HM1RK5VS0 WWW.AMAZON.CA,67.19,shopping,FALSE
,1931,AMEX,2023-04-29,SHOPPERS DRUG MART #140 TORONTO,5.29,personal_care,FALSE
,52,BMO_CHECKING,2023-04-28,PERFORMANCE PLAN,16.95,bank_fees,FALSE
,53,BMO_CHECKING,2023-04-28,FULL PLAN FEE REBATE,-16.95,income_reimbursement,FALSE
,54,BMO_CHECKING,2023-04-28,INTERAC ETRNSFR SENT CALVIN DU 20231182052FA3F5B,3000,transfer_out,FALSE
,93,BMO_CHECKING,2023-04-28,PERFORMANCE PLAN,16.95,bank_fees,FALSE
,94,BMO_CHECKING,2023-04-28,FULL PLAN FEE REBATE,-16.95,income_reimbursement,FALSE
,95,BMO_CHECKING,2023-04-28,INTERAC ETRNSFR SENT CALVIN DU 20231182052FA3F5B,3000,transfer_out,FALSE
,3086,RBC_Chequing,2023-04-28,E-TRF AUTODEPOSIT,-3000,etransfer_in,FALSE
,3087,RBC_Chequing,2023-04-28,WWW TRF DDA - 8608,1592.44,transfer_out,FALSE
,3140,RBC_Savings,2023-04-28,Transfer,-1592.44,transfer_in,FALSE
,92,BMO_CHECKING,2023-04-27,INTERAC ETRNSFR SENT NARA 202311708507A472D,8.38,etransfer_out,FALSE
,1929,AMEX,2023-04-27,METRO 759 TORONTO,17.01,groceries,FALSE
,3177,BMO_MASTERCARD,2023-04-27,INDIAN BIRIYANI HOUSE TORONTO ON,14.96,food_drink,FALSE
,1926,AMEX,2023-04-26,MCDONALD'S 40437 TORONTO,14.77,food_drink,FALSE
,1927,AMEX,2023-04-26,POPEYES #2516 TORONTO,9.04,food_drink,FALSE
,1928,AMEX,2023-04-26,TIM HORTONS #2387 TORONTO,9.92,etransfer_out,FALSE
,90,BMO_CHECKING,2023-04-25,INTERAC ETRNSFR SENT JOANNA YIP 202311501154B6F18,88.08,etransfer_out,FALSE
,91,BMO_CHECKING,2023-04-25,UNIVERSITY OF B BUS/ENT,1558.13,education,FALSE
,1923,AMEX,2023-04-25,SHOPPERS DRUG MART #082 TORONTO,31.62,personal_care,FALSE
,1924,AMEX,2023-04-25,SPOTIFY STOCKHOLM,10.49,subscriptions,FALSE
,1925,AMEX,2023-04-25,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,86,BMO_CHECKING,2023-04-24, TF 0005191230208404641,179.96,credit_card_payment,FALSE
,87,BMO_CHECKING,2023-04-24,INTERAC ETRNSFR SENT JACK BREMNER 20231121754126AA3,177.8,etransfer_out,FALSE
,88,BMO_CHECKING,2023-04-24,INTERAC ETRNSFR AD RECVD DORSA HADAEGH 20231131541KEYGMJ,-3,etransfer_in,FALSE
,89,BMO_CHECKING,2023-04-24,NEW HONG FATT B,46.44,food_drink,FALSE
,1922,AMEX,2023-04-24,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,1920,AMEX,2023-04-23,JOLLIBEE- YONGE STREET TORONTO,16.15,food_drink,FALSE
,1921,AMEX,2023-04-23,SHOPPERS DRUG MART #140 TORONTO,5.49,personal_care,FALSE
,1917,AMEX,2023-04-22,BLAZE PIZZA 1091 416-979-3626,12.38,food_drink,FALSE
,1918,AMEX,2023-04-22,METRO 759 TORONTO,56.09,groceries,FALSE
,1919,AMEX,2023-04-22,TIM HORTONS #2017 TORONTO,7.32,food_drink,FALSE
,3176,BMO_MASTERCARD,2023-04-22,TRSF FROM/DE ACCT/CPT 2503-XXXX-940,-179.96,etransfer_in,FALSE
,1916,AMEX,2023-04-21,LA DIPERIE 210598076 TORONTO,7.84,food_drink,FALSE
,1913,AMEX,2023-04-20,POPEYES #2516 TORONTO,7.33,food_drink,FALSE
,1914,AMEX,2023-04-20,SHOPPERS DRUG MART #082 TORONTO,15.8,personal_care,FALSE
,1915,AMEX,2023-04-20,TIM HORTONS #2387 TORONTO,5.65,food_drink,FALSE
,3085,RBC_Chequing,2023-04-20,STAFF - PAYROLL,-1592.44,income_wages,FALSE
,84,BMO_CHECKING,2023-04-19,INTERAC ETRNSFR SENT EUNA 20231092106490907,268,etransfer_out,FALSE
,85,BMO_CHECKING,2023-04-19,INTERAC ETRNSFR SENT EUNA 202310921092EA2C6,12,etransfer_out,FALSE
,1911,AMEX,2023-04-19,METRO 759 TORONTO,51.35,groceries,FALSE
,1912,AMEX,2023-04-19,SHOPPERS DRUG MART #140 TORONTO,7.9,personal_care,FALSE
,3204,BMO_MASTERCARD,2023-04-19,INDIAN BIRIYANI HOUSE TORONTO ON,18.63,food_drink,FALSE
,1909,AMEX,2023-04-18,TIM HORTONS #2387 TORONTO,3.66,food_drink,FALSE
,1910,AMEX,2023-04-18,TWILIGHT CAFE 001 TORONTO,12.7,food_drink,FALSE
,81,BMO_CHECKING,2023-04-17,INTERAC ETRNSFR AD RECVD JASMINE HUILUN 20231050025UDSAAU,-82.32,etransfer_in,FALSE
,82,BMO_CHECKING,2023-04-17,NEW HONG FATT B,46.31,food_drink,FALSE
,83,BMO_CHECKING,2023-04-17,INTERAC ETRNSFR AD RECVD AKSHAY 20231072126YME7C4,-25,etransfer_in,FALSE
,1908,AMEX,2023-04-17,MCDONALD'S 40346 TORONTO,10.38,groceries,FALSE
,3203,BMO_MASTERCARD,2023-04-17,HMART - DUNDAS TORONTO ON,28.44,food_drink,FALSE
,1907,AMEX,2023-04-16,SOL PIZZA INC Toronto,14.14,food_drink,FALSE
,3202,BMO_MASTERCARD,2023-04-16,REAL FRUIT BUBBLE TEA TORONTO ON,6.2,food_drink,FALSE
,1903,AMEX,2023-04-15,BARONESS 001 TORONTO,7.63,food_drink,FALSE
,1904,AMEX,2023-04-15,KOODO MOBILE PAC KOODO EDMONTON,43,telecommunication,FALSE
,1905,AMEX,2023-04-15,LULULEMONCOM 877-263-9300,82.32,shopping,FALSE
,1906,AMEX,2023-04-15,MCDONALD'S 40437 TORONTO,10.16,food_drink,FALSE
,1902,AMEX,2023-04-14,UBER EATS TORONTO,35.7,food_drink,FALSE
,1898,AMEX,2023-04-13,METRO 759 TORONTO,108.43,groceries,FALSE
,1899,AMEX,2023-04-13,POPEYES #2516 TORONTO,9.02,food_drink,FALSE
,1900,AMEX,2023-04-13,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,1901,AMEX,2023-04-13,TIM HORTONS #2387 TORONTO,3.66,food_drink,FALSE
,1897,AMEX,2023-04-12,IKEA 659 TORONTO AURA TORONTO,2.1,office_supplies,FALSE
,3199,BMO_MASTERCARD,2023-04-12,N15 STUDIO TORONTO ON,59.77,personal_care,FALSE
,3200,BMO_MASTERCARD,2023-04-12,GONG CHA EATONS TORONTO ON,6.67,food_drink,FALSE
,3201,BMO_MASTERCARD,2023-04-12,NYF3244 TORONTO ON,8.13,other,FALSE
,1895,AMEX,2023-04-11,GYMSHARK SOLIHULL,133.8,clothing_and_accessories,FALSE
,1896,AMEX,2023-04-11,TIM HORTONS #2387 TORONTO,9.92,food_drink,FALSE
,1690,RBC_Chequing,2023-04-10,Email Trfs,1592.44,etransfer_out,FALSE
,3084,RBC_Chequing,2023-04-10,Email Trfs,1592.44,etransfer_out,FALSE
,1893,AMEX,2023-04-09,JOLLIBEE- YONGE STREET TORONTO,15.58,food_drink,FALSE
,1894,AMEX,2023-04-09,UBER EATS TORONTO,29.1,food_drink,FALSE
,3198,BMO_MASTERCARD,2023-04-09,LOBLAW MLG #1007 TORONTO ON,52.12,groceries,FALSE
,1891,AMEX,2023-04-08,AMZN MKTP CA*HS4UO3BK2 WWW.AMAZON.CA,14.68,shopping,FALSE
,1892,AMEX,2023-04-08,KIN KIN BAKERY & BUBBLE TORONTO,2.51,food_drink,FALSE
,1890,AMEX,2023-04-07,UBER PASS TORONTO,11.29,subscriptions,FALSE
,1689,RBC_Chequing,2023-04-06,STAFF - PAYROLL,-1592.44,income_wages,FALSE
,1889,AMEX,2023-04-06,MCDONALD'S 40346 TORONTO,9.48,food_drink,FALSE
,1887,AMEX,2023-04-05,METRO 759 TORONTO,69.69,food_drink,FALSE
,1888,AMEX,2023-04-05,POPEYES #2516 TORONTO,10.15,food_drink,FALSE
,1886,AMEX,2023-04-04,MCDONALD'S 40346 TORONTO,6.88,food_drink,FALSE
,3197,BMO_MASTERCARD,2023-04-01,TRSF FROM/DE ACCT/CPT 2503-XXXX-940,-210.4,etransfer_in,FALSE
,3196,BMO_MASTERCARD,2023-03-31,TIM HORTONS #2387 416-977-8023 ON,9.7,food_drink,FALSE
,3195,BMO_MASTERCARD,2023-03-30,TIM HORTONS #2387 TORONTO ON,2.4,food_drink,FALSE
,1688,RBC_Chequing,2023-03-27,Email Trfs,1592.44,etransfer_out,FALSE
,3194,BMO_MASTERCARD,2023-03-27,TORONTO PSYCHOLOGY CLI TORONTO ON,180,health,FALSE
,3191,BMO_MASTERCARD,2023-03-25,INDIAN BIRIYANI HOUSE TORONTO ON,1.84,food_drink,FALSE
,3192,BMO_MASTERCARD,2023-03-25,INDIAN BIRIYANI HOUSE TORONTO ON,16.46,food_drink,FALSE
,3193,BMO_MASTERCARD,2023-03-25,TRSF FROM/DE ACCT/CPT 2503-XXXX-940,-125.41,etransfer_in,FALSE
,1687,RBC_Chequing,2023-03-23,STAFF - PAYROLL,-1592.44,income_wages,FALSE
,3190,BMO_MASTERCARD,2023-03-22,INDIAN BIRIYANI HOUSE TORONTO ON,15.52,food_drink,FALSE
,8,BMO_MASTERCARD,2023-03-20,TORONTO PSYCHOLOGY CLI TORONTO ON,180,food_drink,FALSE
,5,BMO_MASTERCARD,2023-03-14,BANANAREPUBLIC.COM 465 800-277-8953 ON,-60.48,income_reimbursement,FALSE
,6,BMO_MASTERCARD,2023-03-14,BANANAREPUBLIC.COM 465 800-277-8953 ON,-9.63,income_reimbursement,FALSE
,7,BMO_MASTERCARD,2023-03-14,TRSF FROM/DE ACCT/CPT 2503-XXXX-940,-223.06,transfer_in,FALSE
,1686,RBC_Chequing,2023-03-13,Email Trfs,1592.44,etransfer_out,FALSE
,1685,RBC_Chequing,2023-03-09,STAFF - PAYROLL,-1592.44,income_wages,FALSE
,4,BMO_MASTERCARD,2023-03-06,HMART - DUNDAS TORONTO ON,7.72,groceries,FALSE
,1684,RBC_Chequing,2023-03-06,Email Trfs,1592.44,etransfer_out,FALSE
,2,BMO_MASTERCARD,2023-03-04,DOMINOS PIZZA #39032 604-733-2118 BC,101.66,food_drink,FALSE
,3,BMO_MASTERCARD,2023-03-04,DOMINOS PIZZA #39032 604-733-2118 BC,100.14,food_drink,FALSE
,1,BMO_MASTERCARD,2023-03-01,HARVEY'S #2729 TORONTO ON,13.54,food_drink,FALSE
,0,BMO_MASTERCARD,2023-02-27,TRSF FROM/DE ACCT/CPT 2503-XXXX-940,-90.18,transfer_in,TRUE
,1683,RBC_Chequing,2023-02-23,STAFF - PAYROLL,-1592.44,income_wages,FALSE
,24,BMO_MASTERCARD,2023-02-20,N15 STUDIO TORONTO ON,53.99,personal_care,FALSE
,22,BMO_MASTERCARD,2023-02-19,REAL FRUIT BUBBLE TEA TORONTO ON,6.21,food_drink,FALSE
,25,BMO_MASTERCARD,2023-02-19,CITY OF TORONTO FERRY TORONTO ON,8.7,transportation,FALSE
,19,BMO_MASTERCARD,2023-02-18,LOBLAW MLG #1007 TORONTO ON,10.16,groceries,FALSE
,20,BMO_MASTERCARD,2023-02-18,REAL FRUIT BUBBLE TEA TORONTO ON,5.07,food_drink,FALSE
,21,BMO_MASTERCARD,2023-02-18,SECOND CUP - 9701 TORONTO ON,6.05,food_drink,FALSE
,23,BMO_MASTERCARD,2023-02-18,TRSF FROM/DE ACCT/CPT 2503-XXXX-940,-813,transfer_in,FALSE
,18,BMO_MASTERCARD,2023-02-16,UBC EPAYMENT 604-822-2008 BC,1050,education,FALSE
,122,CIBC_CC,2023-02-16,"THE GRAND NOODLE EMPORIUM VANCOUVER, BC",14.46,food_drink,FALSE
,1946,CIBC_CHECKING,2023-02-16,Internet Banking INTERNET TRANSFER 000000137240,30.44,etransfer_out,FALSE
,1947,CIBC_CHECKING,2023-02-16,Internet Banking INTERNET TRANSFER 000000137141,1023.86,etransfer_out,FALSE
,17,BMO_MASTERCARD,2023-02-15,DOORDASH*CHICK-FIL-A DOWNTOWN TOROON,17.2,food_drink,FALSE
,123,CIBC_CC,2023-02-15,"KOODO MOBILE PAC 111-1111111, AB",92.3,telecommunication,FALSE
,124,CIBC_CC,2023-02-15,FLAIR DIRECT0000000000123 KELOWNA,228.92,transportation,FALSE
,125,CIBC_CC,2023-02-15,"WESBROOK VILLAGE DENTAL VANCOUVER, BC",137.4,personal_care,FALSE
,1948,CIBC_CHECKING,2023-02-15,Electronic Funds Transfer DEPOSIT UBC PAYROLL,-98.62,income_wages,FALSE
,1949,CIBC_CHECKING,2023-02-15,Internet Banking INTERNET TRANSFER 000000206590,-500,etransfer_in,FALSE
,126,CIBC_CC,2023-02-14,"TIM HORTONS #4817 NEW WESTMINST, BC",6.07,food_drink,FALSE
,127,CIBC_CC,2023-02-14,"CHOICES YALETOWN # 907 VANCOUVER, BC",39.67,alcohol,FALSE
,128,CIBC_CC,2023-02-13,"MCDONALD'S #29003 VANCOUVER, BC",3.74,food_drink,FALSE
,129,CIBC_CC,2023-02-13,"LITTLE TEA MONSTER NORTH VANCOUV, BC",6.5,food_drink,FALSE
,130,CIBC_CC,2023-02-13,"MING WO VANCOUVER, BC",14.5,food_drink,FALSE
,131,CIBC_CC,2023-02-13,"DOLLARAMA #1416 VANCOUVER, BC",23.98,shopping,FALSE
,132,CIBC_CC,2023-02-13,"TACOFINO KITS VANCOUVER, BC",17.91,food_drink,FALSE
,133,CIBC_CC,2023-02-13,"BASILICO FOOD NORTH VANCOUV, BC",9.79,food_drink,FALSE
,134,CIBC_CC,2023-02-13,"SHOPPERS DRUG MART 227 VANCOUVER, BC",2.78,personal_care,FALSE
,135,CIBC_CC,2023-02-13,"FANEXPO CANADA ONLINE TORONTO, ON",38,entertainment,FALSE
,136,CIBC_CC,2023-02-13,"CHOICES YALETOWN # 907 VANCOUVER, BC",16.2,food_drink,FALSE
,137,CIBC_CC,2023-02-13,"CHOICES YALETOWN # 907 VANCOUVER, BC",9.61,food_drink,FALSE
,16,BMO_MASTERCARD,2023-02-12,ADIDAS CA 855-8234327 ON,-61.6,income_reimbursement,FALSE
,14,BMO_MASTERCARD,2023-02-10,ADIDAS CA 855-8234327 ON,-56,income_reimbursement,FALSE
,15,BMO_MASTERCARD,2023-02-10,ADIDAS CA 855-8234327 ON,-140,income_reimbursement,FALSE
,138,CIBC_CC,2023-02-10,"CANADA COMPUTERS #47 VANCOUVER, BC",13.43,office_supplies,FALSE
,139,CIBC_CC,2023-02-09,"UBER* EATS TORONTO, ON",35.19,food_drink,FALSE
,140,CIBC_CC,2023-02-09,"WHITE SPOT VANCOUVER, BC",11.01,food_drink,FALSE
,141,CIBC_CC,2023-02-09,"MICHAELS #3974 VANCOUVER, BC",51.45,shopping,FALSE
,142,CIBC_CC,2023-02-09,"DAIRY QUEEN #26987 VANCOUVER, BC",43.85,food_drink,FALSE
,1681,RBC_Chequing,2023-02-09,STAFF - PAYROLL,-1592.44,income_wages,FALSE
,1682,RBC_Chequing,2023-02-09,Email Trfs,1592.44,etransfer_out,FALSE
,1950,CIBC_CHECKING,2023-02-09,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,1764.67,education,FALSE
,143,CIBC_CC,2023-02-08,"TONTON SUSHI VANCOUVER, BC",64.69,food_drink,FALSE
,144,CIBC_CC,2023-02-08,"H-MART EXPRESS UBC VANCOUVER, BC",8.47,food_drink,FALSE
,1951,CIBC_CHECKING,2023-02-08,Internet Banking INTERNET TRANSFER 000000229896,-2000,etransfer_out,FALSE
,13,BMO_MASTERCARD,2023-02-07,INDIAN BIRIYANI HOUSE TORONTO ON,21.08,food_drink,FALSE
,145,CIBC_CC,2023-02-07,"SAKURA MEDIA BURNABY, BC",53.14,food_drink,FALSE
,146,CIBC_CC,2023-02-06,"CHOO TEA BURNABY, BC",8.06,food_drink,FALSE
,147,CIBC_CC,2023-02-06,"SAKU BROADWAY VANCOUVER, BC",30.8,food_drink,FALSE
,148,CIBC_CC,2023-02-06,"CHOICES YALETOWN # 907 VANCOUVER, BC",18.23,food_drink,FALSE
,149,CIBC_CC,2023-02-06,"SAFEWAY #4901 VANCOUVER, BC",99.78,groceries,FALSE
,150,CIBC_CC,2023-02-06,PAYMENT THANK YOU/PAIEMEN T MERCI,-191.68,credit_card_payment,FALSE
,1952,CIBC_CHECKING,2023-02-03,Internet Banking E-TRANSFER 010639326652 NANG SAY,-100,etransfer_in,FALSE
,1953,CIBC_CHECKING,2023-02-03,Internet Banking E-TRANSFER RECLAIM010670104111,-6.5,etransfer_in,FALSE
,1954,CIBC_CHECKING,2023-02-03,Internet Banking E-TRANSFER 104419320804 Colette Reynoso,6.5,etransfer_out,FALSE
,1955,CIBC_CHECKING,2023-02-03,Internet Banking INTERNET TRANSFER 000000110668,191.68,etransfer_out,FALSE
,12,BMO_MASTERCARD,2023-02-02,TIM HORTONS #2387 TORONTO ON,3.98,food_drink,FALSE
,151,CIBC_CC,2023-02-02,"SHOPPERS DRUG MART #22 VANCOUVER, BC",5.84,personal_care,FALSE
,152,CIBC_CC,2023-02-01,"EvoCarShare Burnaby, BC",2.24,transportation,FALSE
,153,CIBC_CC,2023-02-01,"WESBROOK VILLAGE DENTAL VANCOUVER, BC",49.59,personal_care,FALSE
,154,CIBC_CC,2023-02-01,"LONDON DRUGS 4 VANCOUVER, BC",18.48,health,FALSE
,155,CIBC_CC,2023-02-01,"PACIFIC POKE LIFE VANCOUVER, BC",15.75,food_drink,FALSE
,156,CIBC_CC,2023-02-01,PAYMENT THANK YOU/PAIEMEN T MERCI,-185.75,credit_card_payment,FALSE
,157,CIBC_CC,2023-02-01,"THE DELLY VANCOUVER, BC",14.65,food_drink,FALSE
,158,CIBC_CC,2023-01-31,"CHOICES YALETOWN # 907 VANCOUVER, BC",25.63,food_drink,FALSE
,1956,CIBC_CHECKING,2023-01-31,Branch Transaction SERVICE CHARGE DISCOUNT,-9.45,income_reimbursement,FALSE
,1957,CIBC_CHECKING,2023-01-31,Branch Transaction SERVICE CHARGE ADD TXN$2.50;MONTHLY$6.95 RECORD-KEEPING N/A,9.45,bank_fees,FALSE
,1958,CIBC_CHECKING,2023-01-31,Internet Banking INTERNET TRANSFER 000000120069,185.75,etransfer_out,FALSE
,159,CIBC_CC,2023-01-30,"MCDONALD'S #29003 VANCOUVER, BC",10.05,food_drink,FALSE
,160,CIBC_CC,2023-01-30,"FARM TO TABLE VANCOUVER, BC",17.33,food_drink,FALSE
,1959,CIBC_CHECKING,2023-01-30,Internet Banking E-TRANSFER 104406176294 Andrew Huang,37,etransfer_out,FALSE
,11,BMO_MASTERCARD,2023-01-29,REAL FRUIT BUBBLE TEA TORONTO ON,6.2,food_drink,FALSE
,161,CIBC_CC,2023-01-26,"SUBWAY VANCOUVER, BC",11.43,food_drink,FALSE
,1679,RBC_Chequing,2023-01-26,STAFF - PAYROLL,2452.92,income_wages,FALSE
,1680,RBC_Chequing,2023-01-26,Email Trfs,-2452.92,etransfer_out,FALSE
